Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
img02.bmp,top_right,void,9,284,74.284,0.826,0.281,0.916,0.584,26.97,15.206,19.016
img02.bmp,top_right,void,10,394,94.154,0.897,-0.931,0.923,0.429,35.81,15.836,22.398
img02.bmp,top_right,void,11,433,86.083,0.699,0.858,0.945,0.573,29.226,20.904,23.48
img02.bmp,top_right,void,12,75,41.456,0.972,-0.513,0.882,0.329,20.655,4.831,9.772
img02.bmp,top_right,void,13,394,92.184,0.904,-1.357,0.923,0.56,36.378,15.571,22.398
img02.bmp,top_right,void,14,249,90.113,0.967,0.187,0.883,0.467,37.717,9.624,17.806
img02.bmp,top_right,void,15,177,77.042,0.98,0.194,0.855,0.435,35.437,7.092,15.012
img02.bmp,top_right,void,16,230,78.805,0.953,-1.02,0.909,0.371,33.046,9.987,17.113
img02.bmp,top_right,void,17,647,108.326,0.765,-1.391,0.95,0.599,37.755,24.31,28.702
img02.bmp,top_right,void,18,601,111.497,0.88,-1.148,0.941,0.543,42.532,20.197,27.663
img02.bmp,top_right,void,19,21,16.621,0.97,-0.261,0.778,0.525,10.704,2.598,5.171
img02.bmp,top_right,void,20,335,81.355,0.877,0.676,0.952,0.539,31.681,15.229,20.653
img02.bmp,top_right,void,21,608,113.74,0.882,-1.198,0.927,0.524,43.148,20.332,27.823
img02.bmp,top_right,void,22,499,95.255,0.766,0.673,0.952,0.594,33.492,21.527,25.206
img02.bmp,top_right,void,23,411,82.77,0.772,0.979,0.954,0.634,29.947,19.019,22.876
img02.bmp,top_right,void,24,382,79.355,0.579,0.089,0.946,0.643,25.73,20.978,22.054
img02.bmp,top_right,void,25,30,24.45,0.984,-0.089,0.732,0.536,15.312,2.749,6.18
img02.bmp,top_right,void,26,15,13.0,0.982,-0.169,0.714,0.5,10.458,1.96,4.37
img02.bmp,top_right,void,27,376,86.426,0.861,1.198,0.928,0.534,32.387,16.464,21.88
img02.bmp,top_right,void,28,392,81.355,0.764,1.457,0.949,0.653,29.098,18.789,22.341
img02.bmp,top_right,void,29,13,11.45,0.881,-0.297,0.765,0.542,6.258,2.958,4.068
img02.bmp,top_right,void,30,397,83.598,0.599,0.138,0.939,0.591,26.755,21.415,22.483
img02.bmp,top_right,void,31,454,89.391,0.692,0.679,0.956,0.601,29.98,21.63,24.043
img02.bmp,top_right,void,32,390,81.841,0.716,-0.469,0.949,0.585,28.127,19.635,22.284
img02.bmp,top_right,void,33,62,36.935,0.968,-0.298,0.849,0.492,18.067,4.558,8.885
img02.bmp,top_right,void,34,399,85.012,0.719,0.011,0.928,0.585,28.785,19.993,22.539
img02.bmp,top_right,void,35,357,89.983,0.906,0.962,0.918,0.416,35.206,14.919,21.32
img02.bmp,top_right,void,36,550,99.533,0.731,1.026,0.96,0.582,34.081,23.263,26.463
img02.bmp,top_right,void,37,58,37.799,0.975,0.546,0.853,0.33,18.961,4.23,8.593
img02.bmp,top_right,void,38,229,63.698,0.847,1.384,0.923,0.629,24.814,13.182,17.075
img02.bmp,top_right,void,39,114,46.077,0.868,-1.157,0.919,0.5,18.052,8.957,12.048
img02.bmp,top_right,void,40,19,10.657,0.978,0.788,0.95,0.339,10.631,2.228,4.918
img02.bmp,top_right,void,41,113,51.385,0.953,1.504,0.897,0.621,23.016,7.002,11.995
img02.bmp,top_right,void,42,260,67.113,0.805,1.38,0.97,0.642,25.038,14.848,18.195
img02.bmp,top_right,void,43,188,65.32,0.917,1.246,0.887,0.48,26.032,10.364,15.472
img02.bmp,top_right,void,44,123,47.456,0.868,-1.175,0.904,0.539,18.643,9.247,12.514
img02.bmp,top_right,void,45,50,30.592,0.925,0.846,0.862,0.417,13.601,5.157,7.979
img02.bmp,top_right,void,46,19,15.864,0.977,1.238,0.76,0.345,11.479,2.427,4.918
img02.bmp,top_right,void,47,41,31.278,0.982,1.348,0.837,0.482,17.102,3.243,7.225
img02.bmp,bottom_right,part,0,38740,4084.335,0.128,-0.828,0.764,0.72,277.947,275.666,222.093
img02.bmp,bottom_right,void,1,161,54.627,0.838,1.27,0.931,0.59,20.579,11.241,14.318
img02.bmp,bottom_right,void,2,134,52.799,0.903,-1.224,0.905,0.532,21.272,9.132,13.062
img02.bmp,bottom_right,void,3,386,91.255,0.887,-1.392,0.93,0.521,34.994,16.172,22.169
img02.bmp,bottom_right,void,4,246,68.456,0.811,-1.421,0.911,0.591,24.733,14.456,17.698
img02.bmp,bottom_right,void,5,164,54.87,0.873,0.911,0.976,0.539,21.721,10.599,14.45
img02.bmp,bottom_right,void,6,274,81.77,0.936,-1.36,0.91,0.494,33.441,11.766,18.678
img02.bmp,bottom_right,void,7,370,77.355,0.507,0.509,0.949,0.642,24.54,21.15,21.705
img02.bmp,bottom_right,void,8,401,80.426,0.595,0.926,0.952,0.617,26.425,21.237,22.596
img02.bmp,bottom_right,void,9,319,77.698,0.808,0.233,0.935,0.6,27.994,16.501,20.153
img02.bmp,bottom_right,void,10,410,90.912,0.866,-0.879,0.938,0.488,34.255,17.131,22.848
img02.bmp,bottom_right,void,11,446,85.255,0.633,0.892,0.951,0.613,28.397,21.986,23.83
img02.bmp,bottom_right,void,12,190,77.663,0.978,0.222,0.868,0.455,35.632,7.45,15.554
img02.bmp,bottom_right,void,13,286,92.355,0.964,0.225,0.894,0.454,39.592,10.469,19.083
img02.bmp,bottom_right,void,14,109,50.284,0.958,-0.455,0.893,0.413,22.889,6.577,11.781
img02.bmp,bottom_right,void,15,379,89.77,0.899,-1.32,0.931,0.554,35.168,15.367,21.967
img02.bmp,bottom_right,void,16,235,76.598,0.935,-1.003,0.914,0.405,31.09,11.028,17.298
img02.bmp,bottom_right,void,17,585,109.154,0.886,-1.072,0.942,0.522,42.348,19.628,27.292
img02.bmp,bottom_right,void,18,637,107.497,0.756,-1.343,0.951,0.599,37.188,24.336,28.479
img02.bmp,bottom_right,void,19,23,17.036,0.963,-0.141,0.885,0.767,10.393,2.787,5.412
img02.bmp,bottom_right,void,20,297,81.012,0.915,0.677,0.931,0.461,32.479,13.104,19.446
img02.bmp,bottom_right,void,21,595,111.497,0.886,-1.09,0.934,0.531,42.992,19.962,27.524
img02.bmp,bottom_right,void,22,370,78.184,0.554,-0.177,0.951,0.623,25.173,20.962,21.705
img02.bmp,bottom_right,void,23,23,22.243,0.986,-0.05,0.852,0.639,13.068,2.215,5.412
img02.bmp,bottom_right,void,24,450,91.598,0.82,0.679,0.951,0.577,33.802,19.352,23.937
img02.bmp,bottom_right,void,25,379,79.941,0.792,0.995,0.95,0.634,29.283,17.877,21.967
img02.bmp,bottom_right,void,26,19,16.243,0.974,-0.105,0.76,0.576,11.098,2.5,4.918
img02.bmp,bottom_right,void,27,375,80.184,0.461,-0.13,0.945,0.604,24.577,21.811,21.851
img02.bmp,bottom_right,void,28,361,78.77,0.787,1.555,0.94,0.633,28.615,17.645,21.439
img02.bmp,bottom_right,void,29,331,82.184,0.883,1.247,0.932,0.544,31.515,14.82,20.529
img02.bmp,bottom_right,void,30,23,20.45,0.978,-0.329,0.719,0.383,12.533,2.629,5.412
img02.bmp,bottom_right,void,31,392,83.598,0.795,0.759,0.947,0.58,30.315,18.399,22.341
img02.bmp,bottom_right,void,32,362,78.426,0.604,0.002,0.943,0.588,25.652,20.439,21.469
img02.bmp,bottom_right,void,33,338,74.184,0.715,-0.506,0.955,0.619,26.064,18.221,20.745
img02.bmp,bottom_right,void,34,301,82.083,0.907,1.029,0.932,0.441,32.204,13.571,19.577
img02.bmp,bottom_right,void,35,473,92.669,0.804,1.087,0.965,0.58,33.792,20.101,24.541
img02.bmp,bottom_right,void,36,28,21.485,0.988,0.635,0.778,0.259,15.195,2.378,5.971
img02.bmp,bottom_right,void,37,173,58.627,0.901,1.501,0.966,0.665,23.868,10.331,14.842
img02.bmp,bottom_right,void,38,68,38.213,0.941,-1.096,0.861,0.425,16.671,5.664,9.305
img02.bmp,bottom_right,void,39,92,45.314,0.959,1.491,0.911,0.667,21.067,5.975,10.823
img02.bmp,bottom_right,void,40,199,60.87,0.866,1.48,0.966,0.638,23.948,11.983,15.918
img02.bmp,bottom_right,void,41,72,37.385,0.931,-1.13,0.878,0.45,16.58,6.044,9.575
img02.bmp,bottom_right,void,42,142,57.456,0.94,1.368,0.904,0.546,24.176,8.225,13.446
img02.bmp,bottom_right,void,43,9,7.414,0.989,1.017,0.692,0.257,8.55,1.247,3.385
img02.bmp,bottom_right,void,44,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img03.bmp,top_left,part,0,39202,4034.821,0.125,-1.325,0.774,0.722,276.453,274.286,223.413
img03.bmp,top_left,void,1,62,30.142,0.84,-1.538,0.925,0.681,12.499,6.776,8.885
img03.bmp,top_left,void,2,77,40.142,0.939,-1.401,0.885,0.579,17.814,6.12,9.901
img03.bmp,top_left,void,3,199,74.527,0.96,-1.352,0.884,0.464,31.74,8.928,15.918
img03.bmp,top_left,void,4,175,59.627,0.883,-1.549,0.907,0.608,23.083,10.819,14.927
img03.bmp,top_left,void,5,133,50.284,0.9,0.917,0.95,0.493,20.578,8.987,13.013
img03.bmp,top_left,void,6,172,68.87,0.96,-1.371,0.873,0.448,29.774,8.31,14.799
img03.bmp,top_left,void,7,323,72.184,0.294,0.901,0.947,0.611,21.895,20.926,20.279
img03.bmp,top_left,void,8,350,74.77,0.564,1.162,0.951,0.636,24.304,20.071,21.11
img03.bmp,top_left,void,9,300,82.119,0.913,-0.9,0.923,0.414,32.48,13.269,19.544
img03.bmp,top_left,void,10,296,73.906,0.755,0.2,0.925,0.577,25.584,16.771,19.413
img03.bmp,top_left,void,11,414,83.255,0.681,0.877,0.954,0.59,28.17,20.631,22.959
img03.bmp,top_left,void,12,348,89.562,0.91,-1.354,0.909,0.523,34.971,14.517,21.05
img03.bmp,top_left,void,13,290,91.355,0.956,0.165,0.892,0.493,38.224,11.158,19.216
img03.bmp,top_left,void,14,150,63.355,0.957,-0.993,0.904,0.375,27.108,7.893,13.82
img03.bmp,top_left,void,15,191,77.663,0.973,0.151,0.876,0.531,33.976,7.905,15.595
img03.bmp,top_left,void,16,595,104.326,0.776,-1.349,0.949,0.587,36.632,23.113,27.524
img03.bmp,top_left,void,17,566,108.326,0.882,-1.196,0.936,0.531,41.392,19.481,26.845
img03.bmp,top_left,void,18,263,73.941,0.886,0.569,0.936,0.513,28.592,13.284,18.299
img03.bmp,top_left,void,19,576,111.497,0.886,-1.217,0.928,0.527,42.393,19.664,27.081
img03.bmp,top_left,void,20,388,85.113,0.78,0.512,0.958,0.608,30.056,18.794,22.226
img03.bmp,top_left,void,21,360,76.77,0.763,0.922,0.952,0.626,27.759,17.929,21.409
img03.bmp,top_left,void,22,394,80.184,0.523,0.336,0.945,0.631,25.473,21.704,22.398
img03.bmp,top_left,void,23,117,50.142,0.942,-0.123,0.929,0.696,21.718,7.319,12.205
img03.bmp,top_left,void,24,332,81.012,0.855,1.15,0.93,0.527,30.18,15.673,20.56
img03.bmp,top_left,void,25,358,77.355,0.77,1.464,0.95,0.65,27.852,17.783,21.35
img03.bmp,top_left,void,26,56,30.728,0.861,-0.1,0.875,0.583,12.442,6.324,8.444
img03.bmp,top_left,void,27,416,86.184,0.58,0.422,0.943,0.594,27.267,22.217,23.015
img03.bmp,top_left,void,28,365,81.598,0.761,0.546,0.938,0.588,28.36,18.409,21.558
img03.bmp,top_left,void,29,369,80.669,0.675,-0.37,0.939,0.553,26.747,19.739,21.675
img03.bmp,top_left,void,30,302,81.119,0.899,0.916,0.918,0.387,31.88,13.946,19.609
img03.bmp,top_left,void,31,92,45.178,0.941,-0.296,0.885,0.511,19.455,6.609,10.823
img03.bmp,top_left,void,32,409,85.598,0.703,0.186,0.93,0.593,28.834,20.516,22.82
img03.bmp,top_left,void,33,487,95.29,0.765,0.892,0.938,0.564,33.042,21.274,24.901
img03.bmp,top_left,void,34,16,16.414,0.988,0.583,0.8,0.296,11.177,1.753,4.514
img03.bmp,top_left,void,35,202,60.284,0.873,1.323,0.944,0.622,24.205,11.808,16.037
img03.bmp,top_left,void,36,130,50.456,0.856,-1.272,0.903,0.516,18.945,9.792,12.866
img03.bmp,top_left,void,37,104,46.349,0.939,1.497,0.937,0.675,20.4,7.011,11.507
img03.bmp,top_left,void,38,247,65.491,0.806,1.308,0.939,0.61,24.379,14.43,17.734
img03.bmp,top_left,void,39,174,61.941,0.924,1.194,0.902,0.478,25.292,9.668,14.884
img03.bmp,top_left,void,40,141,50.249,0.848,-1.264,0.916,0.56,19.286,10.235,13.399
img03.bmp,top_left,void,41,31,22.142,0.947,0.827,0.861,0.431,11.463,3.685,6.283
img03.bmp,top_left,void,42,12,12.414,0.986,1.154,0.75,0.375,9.499,1.593,3.909
img03.bmp,top_left,void,43,50,35.107,0.977,1.319,0.833,0.463,17.891,3.827,7.979
img03.bmp,bottom_left,part,0,39079,4049.892,0.135,-1.164,0.771,0.714,277.074,274.527,223.063
img03.bmp,bottom_left,void,1,138,50.385,0.758,1.23,0.952,0.605,17.669,11.521,13.255
img03.bmp,bottom_left,void,2,127,52.213,0.917,-1.301,0.888,0.502,21.57,8.602,12.716
img03.bmp,bottom_left,void,3,326,85.255,0.889,-1.409,0.934,0.533,32.212,14.772,20.373
img03.bmp,bottom_left,void,4,234,65.835,0.836,-1.434,0.921,0.6,24.753,13.601,17.261
img03.bmp,bottom_left,void,5,180,58.284,0.85,0.836,0.928,0.526,22.149,11.671,15.139
img03.bmp,bottom_left,void,6,38,29.006,0.984,0.801,0.927,0.288,16.236,2.937,6.956
img03.bmp,bottom_left,void,7,243,76.113,0.932,-1.416,0.907,0.55,31.104,11.273,17.59
img03.bmp,bottom_left,void,8,350,75.012,0.449,0.068,0.951,0.609,23.557,21.051,21.11
img03.bmp,bottom_left,void,9,365,77.012,0.534,0.737,0.946,0.608,24.616,20.813,21.558
img03.bmp,bottom_left,void,10,348,85.154,0.873,-0.896,0.916,0.43,31.976,15.618,21.05
img03.bmp,bottom_left,void,11,15,15.657,0.977,0.566,0.833,0.375,9.374,2.002,4.37
img03.bmp,bottom_left,void,12,329,78.698,0.78,0.088,0.932,0.597,27.538,17.236,20.467
img03.bmp,bottom_left,void,13,448,86.669,0.608,0.814,0.953,0.593,28.131,22.336,23.883
img03.bmp,bottom_left,void,14,13,11.45,0.973,-0.426,0.765,0.406,8.645,2.007,4.068
img03.bmp,bottom_left,void,15,208,82.906,0.973,0.137,0.856,0.498,36.122,8.29,16.274
img03.bmp,bottom_left,void,16,355,86.184,0.886,-1.379,0.917,0.563,33.291,15.414,21.26
img03.bmp,bottom_left,void,17,341,97.355,0.95,0.145,0.907,0.505,39.861,12.434,20.837
img03.bmp,bottom_left,void,18,189,69.32,0.938,-1.051,0.892,0.412,28.325,9.803,15.513
img03.bmp,bottom_left,void,19,580,101.497,0.756,-1.407,0.948,0.603,35.515,23.259,27.175
img03.bmp,bottom_left,void,20,568,109.74,0.893,-1.151,0.936,0.52,42.455,19.106,26.892
img03.bmp,bottom_left,void,21,239,75.184,0.928,0.532,0.905,0.449,30.561,11.385,17.444
img03.bmp,bottom_left,void,22,375,86.77,0.851,0.524,0.935,0.55,32.052,16.81,21.851
img03.bmp,bottom_left,void,23,118,50.314,0.953,-0.197,0.929,0.67,22.835,6.921,12.257
img03.bmp,bottom_left,void,24,340,76.184,0.814,0.86,0.95,0.616,28.44,16.529,20.806
img03.bmp,bottom_left,void,25,574,112.083,0.893,-1.194,0.929,0.526,42.908,19.303,27.034
img03.bmp,bottom_left,void,26,399,81.012,0.445,-0.274,0.948,0.616,25.108,22.486,22.539
img03.bmp,bottom_left,void,27,43,26.485,0.831,-0.154,0.878,0.614,10.557,5.876,7.399
img03.bmp,bottom_left,void,28,304,79.391,0.885,1.149,0.921,0.507,30.475,14.181,19.674
img03.bmp,bottom_left,void,29,349,77.941,0.79,1.439,0.931,0.633,28.141,17.271,21.08
img03.bmp,bottom_left,void,30,324,78.977,0.823,0.599,0.931,0.522,28.538,16.219,20.311
img03.bmp,bottom_left,void,31,413,85.841,0.292,0.658,0.937,0.567,25.073,23.979,22.931
img03.bmp,bottom_left,void,32,79,42.42,0.951,-0.34,0.868,0.462,18.736,5.805,10.029
img03.bmp,bottom_left,void,33,276,77.74,0.921,0.941,0.926,0.397,32.023,12.503,18.746
img03.bmp,bottom_left,void,34,351,76.184,0.621,-0.591,0.939,0.61,25.083,19.662,21.14
img03.bmp,bottom_left,void,35,395,81.598,0.562,0.148,0.94,0.613,26.264,21.727,22.426
img03.bmp,bottom_left,void,36,438,91.497,0.822,0.936,0.94,0.526,33.264,18.958,23.615
img03.bmp,bottom_left,void,37,181,59.456,0.9,1.386,0.948,0.633,24.057,10.483,15.181
img03.bmp,bottom_left,void,38,91,42.799,0.916,-1.255,0.892,0.532,17.867,7.151,10.764
img03.bmp,bottom_left,void,39,82,43.556,0.959,1.394,0.872,0.558,20.25,5.707,10.218
img03.bmp,bottom_left,void,40,202,62.491,0.887,1.387,0.927,0.623,24.959,11.544,16.037
img03.bmp,bottom_left,void,41,132,55.456,0.95,1.256,0.886,0.462,24.556,7.637,12.964
img03.bmp,bottom_left,void,42,95,43.178,0.912,-1.303,0.88,0.556,17.886,7.342,10.998
img03.bmp,bottom_left,void,43,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img03.bmp,top_right,part,0,38538,4092.159,0.129,1.327,0.772,0.637,274.918,272.637,221.513
img03.bmp,top_right,void,1,73,35.556,0.891,1.263,0.89,0.608,14.907,6.771,9.641
img03.bmp,top_right,void,2,256,80.87,0.948,-1.521,0.931,0.629,33.696,10.706,18.054
img03.bmp,top_right,void,3,62,33.142,0.878,1.556,0.861,0.59,13.71,6.564,8.885
img03.bmp,top_right,void,4,166,57.385,0.882,1.384,0.902,0.601,22.457,10.583,14.538
img03.bmp,top_right,void,5,193,72.592,0.962,-1.515,0.906,0.613,32.025,8.761,15.676
img03.bmp,top_right,void,6,86,40.87,0.945,0.786,0.915,0.41,18.852,6.148,10.464
img03.bmp,top_right,void,7,309,70.77,0.564,0.674,0.945,0.611,23.015,19.009,19.835
img03.bmp,top_right,void,8,346,76.184,0.668,0.941,0.94,0.602,25.595,19.045,20.989
img03.bmp,top_right,void,9,368,91.74,0.904,-1.067,0.927,0.438,35.175,15.028,21.646
img03.bmp,top_right,void,10,69,41.077,0.975,-0.661,0.908,0.332,20.094,4.443,9.373
img03.bmp,top_right,void,11,241,68.698,0.828,0.206,0.92,0.545,24.89,13.95,17.517
img03.bmp,top_right,void,12,386,81.255,0.711,0.693,0.939,0.572,27.72,19.503,22.169
img03.bmp,top_right,void,13,359,89.355,0.905,-1.488,0.911,0.571,34.954,14.858,21.38
img03.bmp,top_right,void,14,203,74.941,0.956,-1.151,0.898,0.396,31.781,9.335,16.077
img03.bmp,top_right,void,15,20,14.243,0.959,-0.409,0.833,0.444,9.701,2.752,5.046
img03.bmp,top_right,void,16,191,76.006,0.971,0.084,0.876,0.59,34.022,8.09,15.595
img03.bmp,top_right,void,17,602,103.497,0.766,-1.503,0.954,0.617,36.58,23.508,27.686
img03.bmp,top_right,void,18,109,58.763,0.984,0.078,0.852,0.606,28.946,5.099,11.781
img03.bmp,top_right,void,19,316,80.184,0.875,0.574,0.932,0.519,30.583,14.819,20.059
img03.bmp,top_right,void,20,551,105.497,0.873,-1.299,0.932,0.56,40.167,19.566,26.487
img03.bmp,top_right,void,21,479,95.012,0.748,0.568,0.939,0.572,32.361,21.477,24.696
img03.bmp,top_right,void,22,370,78.184,0.771,0.855,0.959,0.617,28.444,18.119,21.705
img03.bmp,top_right,void,23,11,10.207,0.964,-0.328,0.846,0.524,7.358,1.944,3.742
img03.bmp,top_right,void,24,552,106.669,0.876,-1.311,0.939,0.561,40.468,19.509,26.511
img03.bmp,top_right,void,25,336,76.527,0.629,0.047,0.928,0.615,24.816,19.3,20.684
img03.bmp,top_right,void,26,341,81.598,0.856,1.052,0.924,0.534,30.703,15.849,20.837
img03.bmp,top_right,void,27,448,90.669,0.671,0.569,0.945,0.572,29.425,21.821,23.883
img03.bmp,top_right,void,28,346,75.941,0.764,1.358,0.948,0.65,27.145,17.528,20.989
img03.bmp,top_right,void,29,325,85.397,0.898,0.826,0.91,0.4,32.892,14.487,20.342
img03.bmp,top_right,void,30,551,101.154,0.731,0.883,0.95,0.54,34.16,23.308,26.487
img03.bmp,top_right,void,31,376,81.355,0.624,-0.005,0.942,0.605,26.317,20.555,21.88
img03.bmp,top_right,void,32,64,36.556,0.967,0.426,0.865,0.418,18.232,4.648,9.027
img03.bmp,top_right,void,33,348,78.669,0.752,-0.554,0.938,0.537,27.411,18.073,21.05
img03.bmp,top_right,void,34,368,81.941,0.733,-0.111,0.925,0.604,27.927,18.986,21.646
img03.bmp,top_right,void,35,30,23.071,0.98,-0.466,0.789,0.33,14.51,2.853,6.18
img03.bmp,top_right,void,36,210,61.734,0.842,1.255,0.946,0.56,23.509,12.697,16.352
img03.bmp,top_right,void,37,29,23.521,0.968,0.692,0.763,0.322,12.739,3.195,6.077
img03.bmp,top_right,void,38,120,54.42,0.946,1.367,0.863,0.48,23.246,7.527,12.361
img03.bmp,top_right,void,39,58,30.971,0.894,0.69,0.892,0.527,13.361,5.989,8.593
img03.bmp,top_right,void,40,253,68.527,0.785,1.26,0.93,0.572,24.172,14.969,17.948
img03.bmp,top_right,void,41,192,64.562,0.904,1.101,0.897,0.452,25.368,10.822,15.635
img03.bmp,top_right,void,42,109,44.87,0.855,-1.236,0.908,0.522,17.425,9.027,11.781
img03.bmp,top_right,void,43,119,47.456,0.864,-1.263,0.902,0.541,18.154,9.13,12.309
img03.bmp,top_right,void,44,33,24.071,0.96,1.165,0.846,0.458,12.774,3.579,6.482
img03.bmp,top_right,void,45,52,34.107,0.97,1.229,0.825,0.413,17.28,4.234,8.137
img03.bmp,bottom_right,part,0,38471,4097.916,0.138,-1.18,0.764,0.671,276.904,274.247,221.321
img03.bmp,bottom_right,void,1,161,54.627,0.844,1.078,0.936,0.575,20.785,11.134,14.318
img03.bmp,bottom_right,void,2,378,91.012,0.894,-1.533,0.955,0.591,35.013,15.718,21.938
img03.bmp,bottom_right,void,3,134,53.178,0.883,-1.333,0.899,0.554,20.503,9.605,13.062
img03.bmp,bottom_right,void,4,232,65.87,0.79,-1.566,0.913,0.604,23.333,14.309,17.187
img03.bmp,bottom_right,void,5,149,53.491,0.907,0.746,0.943,0.487,22.229,9.385,13.774
img03.bmp,bottom_right,void,6,287,82.491,0.933,-1.514,0.935,0.613,33.835,12.15,19.116
img03.bmp,bottom_right,void,7,363,77.012,0.553,0.303,0.948,0.607,24.799,20.665,21.499
img03.bmp,bottom_right,void,8,396,81.255,0.615,0.745,0.943,0.587,26.62,21.0,22.454
img03.bmp,bottom_right,void,9,435,94.947,0.855,-1.048,0.935,0.478,34.742,17.994,23.534
img03.bmp,bottom_right,void,10,114,51.527,0.954,-0.591,0.87,0.356,22.928,6.891,12.048
img03.bmp,bottom_right,void,11,284,75.663,0.848,0.124,0.925,0.576,27.776,14.718,19.016
img03.bmp,bottom_right,void,12,437,85.255,0.678,0.667,0.956,0.6,28.812,21.183,23.588
img03.bmp,bottom_right,void,13,246,79.391,0.936,-1.158,0.904,0.427,31.858,11.214,17.698
img03.bmp,bottom_right,void,14,391,92.426,0.894,-1.454,0.92,0.542,35.493,15.902,22.312
img03.bmp,bottom_right,void,15,154,71.799,0.981,0.103,0.851,0.566,33.127,6.457,14.003
img03.bmp,bottom_right,void,16,219,86.491,0.971,0.108,0.855,0.498,36.716,8.718,16.698
img03.bmp,bottom_right,void,17,34,23.899,0.936,-0.361,0.85,0.515,11.401,4.014,6.58
img03.bmp,bottom_right,void,18,642,107.154,0.747,-1.455,0.946,0.594,37.217,24.722,28.591
img03.bmp,bottom_right,void,19,317,83.841,0.909,0.588,0.924,0.48,33.124,13.771,20.09
img03.bmp,bottom_right,void,20,573,110.569,0.882,-1.182,0.938,0.505,41.814,19.742,27.01
img03.bmp,bottom_right,void,21,476,96.669,0.822,0.596,0.937,0.534,34.839,19.865,24.618
img03.bmp,bottom_right,void,22,32,24.864,0.977,-0.201,0.865,0.571,13.98,2.999,6.383
img03.bmp,bottom_right,void,23,391,81.012,0.798,0.889,0.949,0.602,29.991,18.091,22.312
img03.bmp,bottom_right,void,24,577,110.912,0.882,-1.214,0.931,0.528,41.883,19.703,27.105
img03.bmp,bottom_right,void,25,344,76.184,0.631,-0.24,0.937,0.601,24.934,19.333,20.928
img03.bmp,bottom_right,void,26,413,87.876,0.778,0.689,0.932,0.527,30.519,19.19,22.931
img03.bmp,bottom_right,void,27,328,81.977,0.878,1.134,0.906,0.521,31.291,14.959,20.436
img03.bmp,bottom_right,void,28,343,75.113,0.775,1.459,0.955,0.681,27.279,17.247,20.898
img03.bmp,bottom_right,void,29,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img03.bmp,bottom_right,void,30,353,79.598,0.547,-0.29,0.936,0.566,24.74,20.712,21.2
img03.bmp,bottom_right,void,31,299,84.569,0.911,0.907,0.917,0.371,32.794,13.559,19.511
img03.bmp,bottom_right,void,32,490,95.74,0.79,0.976,0.94,0.534,33.72,20.675,24.978
img03.bmp,bottom_right,void,33,324,75.012,0.727,-0.676,0.942,0.563,25.913,17.787,20.311
img03.bmp,bottom_right,void,34,34,27.728,0.983,0.516,0.81,0.291,15.806,2.897,6.58
img03.bmp,bottom_right,void,35,343,78.184,0.668,-0.236,0.925,0.577,25.762,19.165,20.898
img03.bmp,bottom_right,void,36,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img03.bmp,bottom_right,void,37,179,58.284,0.899,1.361,0.923,0.597,23.978,10.524,15.097
img03.bmp,bottom_right,void,38,92,47.592,0.96,1.373,0.86,0.5,21.596,6.049,10.823
img03.bmp,bottom_right,void,39,64,37.385,0.952,-1.205,0.853,0.471,16.825,5.173,9.027
img03.bmp,bottom_right,void,40,16,16.071,0.966,0.952,0.842,0.381,9.034,2.322,4.514
img03.bmp,bottom_right,void,41,202,63.698,0.872,1.388,0.94,0.575,24.467,11.967,16.037
img03.bmp,bottom_right,void,42,144,57.113,0.934,1.222,0.929,0.48,23.843,8.51,13.541
img03.bmp,bottom_right,void,43,71,38.971,0.942,-1.246,0.877,0.522,17.025,5.696,9.508
img03.bmp,bottom_right,void,44,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
