Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
img05.bmp,top_right,void,33,400,83.841,0.718,-0.495,0.943,0.575,28.491,19.831,22.568
img05.bmp,top_right,void,34,417,87.012,0.722,0.048,0.939,0.585,29.479,20.391,23.042
img05.bmp,top_right,void,35,67,40.763,0.968,-0.315,0.848,0.441,19.079,4.789,9.236
img05.bmp,top_right,void,36,588,102.912,0.731,1.006,0.955,0.583,35.328,24.098,27.362
img05.bmp,top_right,void,37,70,44.006,0.977,0.518,0.805,0.283,21.402,4.587,9.441
img05.bmp,top_right,void,38,235,66.527,0.847,1.357,0.922,0.58,25.122,13.358,17.298
img05.bmp,top_right,void,39,24,15.485,0.98,0.768,0.889,0.296,12.69,2.504,5.528
img05.bmp,top_right,void,40,134,57.178,0.955,1.464,0.87,0.551,25.75,7.634,13.062
img05.bmp,top_right,void,41,126,48.87,0.863,-1.188,0.906,0.525,18.85,9.509,12.666
img05.bmp,top_right,void,42,275,69.355,0.801,1.346,0.955,0.614,25.659,15.355,18.712
img05.bmp,top_right,void,43,210,66.77,0.911,1.226,0.909,0.469,26.86,11.1,16.352
img05.bmp,top_right,void,44,59,30.385,0.932,0.797,0.922,0.447,14.953,5.413,8.667
img05.bmp,top_right,void,45,134,50.698,0.851,-1.185,0.912,0.491,19.091,10.028,13.062
img05.bmp,top_right,void,46,29,20.278,0.958,1.2,0.853,0.483,11.815,3.39,6.077
img05.bmp,top_right,void,47,57,37.314,0.977,1.312,0.864,0.5,18.982,4.037,8.519
img05.bmp,bottom_right,part,0,37478,4309.656,0.12,-0.369,0.744,0.702,278.832,276.821,218.446
img05.bmp,bottom_right,void,1,165,55.213,0.845,1.196,0.938,0.577,21.506,11.486,14.494
img05.bmp,bottom_right,void,2,142,53.799,0.888,-1.317,0.871,0.514,21.222,9.766,13.446
img05.bmp,bottom_right,void,3,397,95.634,0.903,-1.461,0.928,0.525,36.746,15.821,22.483
img05.bmp,bottom_right,void,4,250,69.042,0.803,-1.539,0.916,0.601,24.679,14.707,17.841
img05.bmp,bottom_right,void,5,164,55.698,0.893,0.83,0.97,0.506,22.546,10.137,14.45
img05.bmp,bottom_right,void,6,304,87.941,0.942,-1.448,0.907,0.543,36.244,12.128,19.674
img05.bmp,bottom_right,void,7,388,79.598,0.522,0.501,0.946,0.622,25.289,21.573,22.226
img05.bmp,bottom_right,void,8,430,84.426,0.63,0.862,0.951,0.613,27.917,21.689,23.399
img05.bmp,bottom_right,void,9,470,100.776,0.873,-0.984,0.936,0.45,37.397,18.243,24.463
img05.bmp,bottom_right,void,10,319,79.113,0.839,0.2,0.927,0.591,29.116,15.851,20.153
img05.bmp,bottom_right,void,11,145,59.184,0.951,-0.561,0.879,0.355,26.062,8.03,13.587
img05.bmp,bottom_right,void,12,464,88.669,0.665,0.784,0.947,0.592,29.511,22.032,24.306
img05.bmp,bottom_right,void,13,203,84.835,0.98,0.156,0.883,0.507,37.815,7.572,16.077
img05.bmp,bottom_right,void,14,272,93.32,0.969,0.157,0.892,0.476,40.018,9.883,18.61
img05.bmp,bottom_right,void,15,284,87.255,0.941,-1.095,0.919,0.418,35.128,11.925,19.016
img05.bmp,bottom_right,void,16,424,98.426,0.904,-1.397,0.916,0.53,38.02,16.247,23.235
img05.bmp,bottom_right,void,17,54,31.314,0.94,-0.244,0.844,0.514,14.695,5.002,8.292
img05.bmp,bottom_right,void,18,683,111.154,0.754,-1.403,0.951,0.595,38.462,25.265,29.489
img05.bmp,bottom_right,void,19,610,112.569,0.884,-1.137,0.938,0.519,43.047,20.156,27.869
img05.bmp,bottom_right,void,20,369,90.083,0.905,0.657,0.939,0.476,35.298,15.045,21.675
img05.bmp,bottom_right,void,21,529,102.083,0.81,0.657,0.938,0.534,36.239,21.276,25.953
img05.bmp,bottom_right,void,22,610,112.326,0.885,-1.158,0.94,0.538,43.213,20.124,27.869
img05.bmp,bottom_right,void,23,421,85.012,0.798,0.962,0.948,0.601,31.233,18.824,23.152
img05.bmp,bottom_right,void,24,54,35.692,0.972,-0.184,0.818,0.474,18.087,4.22,8.292
img05.bmp,bottom_right,void,25,371,78.184,0.598,-0.171,0.949,0.625,25.569,20.485,21.734
img05.bmp,bottom_right,void,26,18,17.414,0.995,-0.12,0.692,0.429,15.3,1.499,4.787
img05.bmp,bottom_right,void,27,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img05.bmp,bottom_right,void,28,365,86.184,0.876,1.185,0.936,0.543,32.711,15.798,21.558
img05.bmp,bottom_right,void,29,371,80.77,0.795,1.498,0.935,0.63,29.273,17.766,21.734
img05.bmp,bottom_right,void,30,375,81.426,0.549,-0.202,0.938,0.558,25.483,21.299,21.851
img05.bmp,bottom_right,void,31,454,92.462,0.77,0.771,0.94,0.54,31.966,20.398,24.043
img05.bmp,bottom_right,void,32,20,17.036,0.986,-0.346,0.741,0.333,12.831,2.155,5.046
img05.bmp,bottom_right,void,33,335,88.397,0.912,0.972,0.925,0.39,34.615,14.224,20.653
img05.bmp,bottom_right,void,34,353,78.669,0.747,-0.606,0.944,0.545,27.364,18.207,21.2
img05.bmp,bottom_right,void,35,362,80.426,0.666,-0.132,0.935,0.567,26.515,19.771,21.469
img05.bmp,bottom_right,void,36,523,99.154,0.781,1.051,0.953,0.538,34.809,21.748,25.805
img05.bmp,bottom_right,void,37,56,37.006,0.981,0.555,0.824,0.275,19.911,3.836,8.444
img05.bmp,bottom_right,void,38,193,60.284,0.883,1.408,0.928,0.619,24.176,11.341,15.676
img05.bmp,bottom_right,void,39,69,39.213,0.947,-1.126,0.873,0.406,17.569,5.639,9.373
img05.bmp,bottom_right,void,40,2,0.0,1.0,-0.785,1.0,0.5,2.828,0.0,1.596
img05.bmp,bottom_right,void,41,99,50.142,0.966,1.443,0.868,0.589,23.214,6.039,11.227
img05.bmp,bottom_right,void,42,208,60.698,0.857,1.46,0.937,0.615,24.032,12.369,16.274
img05.bmp,bottom_right,void,43,24,20.485,0.981,0.954,0.774,0.3,12.761,2.492,5.528
img05.bmp,bottom_right,void,44,148,59.113,0.939,1.303,0.902,0.474,24.606,8.445,13.727
img05.bmp,bottom_right,void,45,74,36.385,0.929,-1.165,0.914,0.514,16.57,6.129,9.707
img05.bmp,bottom_right,void,46,8,6.0,0.987,1.373,0.727,0.571,7.746,1.225,3.192
img06.bmp,top_left,part,0,40214,3915.382,0.143,-1.295,0.783,0.713,278.233,275.379,226.279
img06.bmp,top_left,void,1,64,30.971,0.811,-1.335,0.914,0.615,12.347,7.23,9.027
img06.bmp,top_left,void,2,73,38.107,0.954,-1.433,0.901,0.64,18.197,5.474,9.641
img06.bmp,top_left,void,3,179,69.113,0.959,-1.361,0.895,0.481,29.789,8.428,15.097
img06.bmp,top_left,void,4,181,59.592,0.892,-1.538,0.905,0.603,23.938,10.831,15.181
img06.bmp,top_left,void,5,136,49.698,0.892,0.909,0.932,0.504,20.32,9.173,13.159
img06.bmp,top_left,void,6,153,63.456,0.959,-1.37,0.89,0.528,27.487,7.794,13.957
img06.bmp,top_left,void,7,317,70.77,0.271,-0.276,0.949,0.626,21.487,20.684,20.09
img06.bmp,top_left,void,8,330,72.184,0.438,0.838,0.951,0.624,22.667,20.378,20.498
img06.bmp,top_left,void,9,246,73.462,0.909,-0.905,0.921,0.414,29.172,12.157,17.698
img06.bmp,top_left,void,10,308,75.941,0.74,0.162,0.914,0.57,25.829,17.384,19.803
img06.bmp,top_left,void,11,422,83.255,0.645,0.862,0.953,0.601,27.826,21.256,23.18
img06.bmp,top_left,void,12,328,85.148,0.901,-1.382,0.916,0.551,33.155,14.358,20.436
img06.bmp,top_left,void,13,126,54.527,0.958,-0.993,0.9,0.382,24.83,7.122,12.666
img06.bmp,top_left,void,14,309,90.941,0.948,0.135,0.896,0.538,37.883,12.0,19.835
img06.bmp,top_left,void,15,190,77.284,0.972,0.117,0.876,0.543,33.692,7.93,15.554
img06.bmp,top_left,void,16,568,100.326,0.759,-1.322,0.951,0.59,35.159,22.895,26.892
img06.bmp,top_left,void,17,589,110.912,0.884,-1.236,0.935,0.539,42.389,19.823,27.385
img06.bmp,top_left,void,18,223,67.698,0.894,0.494,0.914,0.525,26.544,11.919,16.85
img06.bmp,top_left,void,19,337,74.184,0.761,0.824,0.957,0.611,26.875,17.434,20.714
img06.bmp,top_left,void,20,592,111.497,0.885,-1.227,0.938,0.542,42.679,19.857,27.455
img06.bmp,top_left,void,21,346,78.284,0.796,0.448,0.951,0.641,28.56,17.288,20.989
img06.bmp,top_left,void,22,417,81.941,0.442,0.183,0.95,0.668,25.472,22.847,23.042
img06.bmp,top_left,void,23,160,55.142,0.909,-0.119,0.925,0.696,22.99,9.59,14.273
img06.bmp,top_left,void,24,325,79.598,0.862,1.101,0.929,0.534,30.016,15.234,20.342
img06.bmp,top_left,void,25,362,79.355,0.784,1.425,0.943,0.635,28.475,17.693,21.469
img06.bmp,top_left,void,26,433,87.598,0.557,0.528,0.927,0.595,27.552,22.874,23.48
img06.bmp,top_left,void,27,81,36.899,0.821,0.006,0.88,0.643,14.175,8.092,10.155
img06.bmp,top_left,void,28,318,75.941,0.788,0.504,0.946,0.606,27.059,16.644,20.122
img06.bmp,top_left,void,29,373,79.841,0.662,-0.395,0.937,0.579,26.562,19.9,21.793
img06.bmp,top_left,void,30,287,78.912,0.907,0.896,0.917,0.41,31.558,13.28,19.116
img06.bmp,top_left,void,31,417,84.77,0.71,0.246,0.946,0.632,29.142,20.524,23.042
img06.bmp,top_left,void,32,453,90.669,0.796,0.84,0.95,0.559,32.826,19.855,24.016
img06.bmp,top_left,void,33,99,43.556,0.927,-0.285,0.892,0.611,18.873,7.096,11.227
img06.bmp,top_left,void,34,208,62.284,0.863,1.277,0.929,0.594,24.073,12.174,16.274
img06.bmp,top_left,void,35,92,44.385,0.936,1.462,0.868,0.548,19.283,6.788,10.823
img06.bmp,top_left,void,36,130,48.006,0.847,-1.337,0.909,0.591,18.475,9.815,12.866
img06.bmp,top_left,void,37,238,65.941,0.835,1.245,0.937,0.572,25.012,13.758,17.408
img06.bmp,top_left,void,38,168,60.355,0.928,1.165,0.918,0.448,25.023,9.337,14.625
img06.bmp,top_left,void,39,138,48.835,0.835,-1.341,0.914,0.575,18.86,10.367,13.255
img06.bmp,top_left,void,40,4,3.207,0.913,1.249,0.8,0.667,3.464,1.414,2.257
img06.bmp,top_left,void,41,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img06.bmp,top_left,void,42,33,27.657,0.984,1.291,0.805,0.44,15.72,2.805,6.482
img06.bmp,bottom_left,part,0,39844,3991.708,0.145,-1.219,0.775,0.718,278.845,275.911,225.235
img06.bmp,bottom_left,void,1,129,46.627,0.746,1.417,0.915,0.597,16.735,11.145,12.816
img06.bmp,bottom_left,void,2,116,48.592,0.925,-1.213,0.906,0.527,20.823,7.92,12.153
img06.bmp,bottom_left,void,3,296,82.184,0.9,-1.285,0.922,0.512,31.232,13.639,19.413
img06.bmp,bottom_left,void,4,235,67.042,0.853,-1.355,0.925,0.603,25.404,13.278,17.298
img06.bmp,bottom_left,void,5,179,55.456,0.842,0.981,0.968,0.597,21.502,11.588,15.097
img06.bmp,bottom_left,void,6,31,22.142,0.983,0.907,0.838,0.287,14.75,2.723,6.283
img06.bmp,bottom_left,void,7,220,70.734,0.935,-1.314,0.905,0.507,29.72,10.576,16.737
img06.bmp,bottom_left,void,8,349,75.355,0.451,0.099,0.948,0.632,23.504,20.979,21.08
img06.bmp,bottom_left,void,9,14,13.657,0.98,0.723,0.778,0.286,9.616,1.902,4.222
img06.bmp,bottom_left,void,10,372,78.426,0.52,0.814,0.944,0.595,24.772,21.165,21.763
img06.bmp,bottom_left,void,11,342,80.527,0.758,0.167,0.919,0.582,27.581,17.988,20.867
img06.bmp,bottom_left,void,12,454,86.912,0.616,0.917,0.944,0.58,28.469,22.433,24.043
img06.bmp,bottom_left,void,13,319,81.29,0.89,-0.792,0.93,0.454,31.652,14.404,20.153
img06.bmp,bottom_left,void,14,201,76.663,0.972,0.212,0.863,0.465,34.642,8.166,15.998
img06.bmp,bottom_left,void,15,341,95.634,0.949,0.236,0.919,0.466,39.662,12.553,20.837
img06.bmp,bottom_left,void,16,356,86.562,0.892,-1.268,0.927,0.539,33.476,15.116,21.29
img06.bmp,bottom_left,void,17,170,62.941,0.943,-0.936,0.909,0.417,26.812,8.905,14.712
img06.bmp,bottom_left,void,18,585,109.74,0.889,-1.073,0.941,0.522,42.687,19.542,27.292
img06.bmp,bottom_left,void,19,598,103.74,0.741,-1.263,0.945,0.577,35.665,23.939,27.593
img06.bmp,bottom_left,void,20,132,52.556,0.93,-0.077,0.892,0.667,22.199,8.143,12.964
img06.bmp,bottom_left,void,21,222,69.734,0.92,0.624,0.902,0.462,28.54,11.153,16.812
img06.bmp,bottom_left,void,22,587,110.326,0.89,-1.099,0.942,0.53,42.869,19.524,27.338
img06.bmp,bottom_left,void,23,407,81.012,0.409,-0.023,0.947,0.628,25.109,22.91,22.764
img06.bmp,bottom_left,void,24,341,75.355,0.778,0.921,0.947,0.618,27.301,17.149,20.837
img06.bmp,bottom_left,void,25,367,83.355,0.841,0.593,0.939,0.57,31.278,16.924,21.617
img06.bmp,bottom_left,void,26,61,31.314,0.821,-0.134,0.871,0.635,12.36,7.062,8.813
img06.bmp,bottom_left,void,27,417,85.255,0.394,0.929,0.941,0.594,25.6,23.532,23.042
img06.bmp,bottom_left,void,28,346,78.184,0.789,1.557,0.935,0.607,28.087,17.243,20.989
img06.bmp,bottom_left,void,29,311,80.184,0.875,1.217,0.934,0.528,30.229,14.658,19.899
img06.bmp,bottom_left,void,30,80,37.556,0.922,-0.217,0.899,0.625,16.617,6.418,10.093
img06.bmp,bottom_left,void,31,321,76.355,0.842,0.692,0.953,0.558,28.912,15.594,20.217
img06.bmp,bottom_left,void,32,346,75.841,0.652,-0.412,0.945,0.582,25.408,19.265,20.989
img06.bmp,bottom_left,void,33,400,82.669,0.587,0.295,0.946,0.621,26.669,21.6,22.568
img06.bmp,bottom_left,void,34,265,78.255,0.918,1.008,0.901,0.415,31.328,12.459,18.369
img06.bmp,bottom_left,void,35,426,89.255,0.806,1.01,0.938,0.573,32.178,19.05,23.289
img06.bmp,bottom_left,void,36,183,59.213,0.896,1.426,0.953,0.665,24.22,10.732,15.264
img06.bmp,bottom_left,void,37,97,43.006,0.907,-1.177,0.915,0.539,17.878,7.512,11.113
img06.bmp,bottom_left,void,38,77,41.728,0.956,1.479,0.837,0.55,19.835,5.812,9.901
img06.bmp,bottom_left,void,39,203,61.42,0.866,1.459,0.919,0.651,23.953,11.992,16.077
img06.bmp,bottom_left,void,40,102,43.006,0.896,-1.222,0.903,0.537,17.954,7.976,11.396
img06.bmp,bottom_left,void,41,136,55.249,0.945,1.35,0.889,0.523,24.135,7.885,13.159
img06.bmp,bottom_left,void,42,4,2.0,1.0,1.571,1.0,1.0,4.472,0.0,2.257
img06.bmp,top_right,part,0,39809,3955.365,0.157,1.559,0.782,0.718,277.204,273.745,225.136
img06.bmp,top_right,void,1,71,33.314,0.862,1.446,0.91,0.676,13.864,7.03,9.508
img06.bmp,top_right,void,2,72,36.899,0.917,-1.426,0.889,0.643,15.966,6.354,9.575
img06.bmp,top_right,void,3,233,77.113,0.949,-1.423,0.91,0.555,32.148,10.178,17.224
img06.bmp,top_right,void,4,169,58.006,0.881,1.534,0.914,0.612,22.48,10.654,14.669
img06.bmp,top_right,void,5,96,42.627,0.927,0.868,0.932,0.492,18.48,6.951,11.056
img06.bmp,top_right,void,6,189,71.663,0.961,-1.393,0.887,0.505,31.368,8.667,15.513
img06.bmp,top_right,void,7,306,69.355,0.505,0.75,0.95,0.632,22.182,19.144,19.739
img06.bmp,top_right,void,8,334,74.426,0.608,0.968,0.941,0.581,24.328,19.323,20.622
img06.bmp,top_right,void,9,334,86.119,0.907,-0.958,0.933,0.435,33.517,14.145,20.622
img06.bmp,top_right,void,10,252,69.113,0.821,0.276,0.923,0.57,25.102,14.333,17.912
img06.bmp,top_right,void,11,383,80.426,0.704,0.777,0.95,0.589,27.358,19.438,22.083
img06.bmp,top_right,void,12,338,86.77,0.904,-1.389,0.923,0.537,33.748,14.424,20.745
img06.bmp,top_right,void,13,172,67.148,0.953,-1.046,0.915,0.384,28.721,8.71,14.799
img06.bmp,top_right,void,14,19,17.657,0.977,-0.498,0.792,0.352,10.69,2.262,4.918
img06.bmp,top_right,void,15,202,73.835,0.965,0.167,0.886,0.54,32.938,8.623,16.037
img06.bmp,top_right,void,16,117,60.799,0.979,0.163,0.854,0.522,27.828,5.67,12.205
img06.bmp,top_right,void,17,580,102.083,0.766,-1.4,0.948,0.611,35.812,23.029,27.175
img06.bmp,top_right,void,18,560,106.912,0.875,-1.186,0.933,0.538,40.565,19.63,26.702
img06.bmp,top_right,void,19,288,76.184,0.877,0.624,0.941,0.527,29.336,14.07,19.149
img06.bmp,top_right,void,20,358,77.012,0.774,0.897,0.95,0.597,28.035,17.745,21.35
img06.bmp,top_right,void,21,441,88.77,0.751,0.61,0.944,0.608,31.093,20.518,23.696
img06.bmp,top_right,void,22,559,107.497,0.879,-1.23,0.932,0.545,41.047,19.588,26.678
img06.bmp,top_right,void,23,355,77.355,0.597,0.102,0.934,0.621,24.965,20.019,21.26
img06.bmp,top_right,void,24,8,8.207,0.962,-0.274,0.727,0.533,6.363,1.736,3.192
img06.bmp,top_right,void,25,337,80.184,0.856,1.168,0.944,0.562,30.261,15.643,20.714
img06.bmp,top_right,void,26,360,79.355,0.76,1.393,0.935,0.621,27.909,18.124,21.409
img06.bmp,top_right,void,27,4,4.0,0.0,0.785,1.0,1.0,2.0,2.0,2.257
img06.bmp,top_right,void,28,418,87.012,0.722,0.621,0.941,0.574,29.416,20.356,23.07
img06.bmp,top_right,void,29,380,82.184,0.577,0.195,0.938,0.586,25.861,21.115,21.996
img06.bmp,top_right,void,30,312,81.74,0.898,0.913,0.934,0.43,32.123,14.14,19.931
img06.bmp,top_right,void,31,350,77.012,0.723,-0.421,0.946,0.595,26.701,18.446,21.11
img06.bmp,top_right,void,32,522,96.083,0.729,0.94,0.953,0.583,33.14,22.672,25.78
img06.bmp,top_right,void,33,372,81.355,0.724,0.053,0.932,0.611,27.858,19.203,21.763
img06.bmp,top_right,void,34,41,29.521,0.971,-0.341,0.82,0.418,15.04,3.597,7.225
img06.bmp,top_right,void,35,36,28.556,0.975,0.515,0.857,0.375,14.426,3.213,6.77
img06.bmp,top_right,void,36,211,61.491,0.837,1.324,0.934,0.603,23.397,12.797,16.391
img06.bmp,top_right,void,37,7,6.207,0.943,0.81,0.778,0.438,5.423,1.802,2.985
img06.bmp,top_right,void,38,113,53.592,0.954,1.449,0.85,0.502,23.445,7.018,11.995
img06.bmp,top_right,void,39,111,44.042,0.858,-1.233,0.925,0.561,17.478,8.986,11.888
img06.bmp,top_right,void,40,246,66.527,0.802,1.307,0.935,0.591,24.364,14.564,17.698
img06.bmp,top_right,void,41,184,61.527,0.907,1.207,0.925,0.505,24.761,10.408,15.306
img06.bmp,top_right,void,42,40,24.935,0.908,0.785,0.909,0.494,11.317,4.741,7.136
img06.bmp,top_right,void,43,119,46.284,0.838,-1.186,0.93,0.522,17.599,9.615,12.309
img06.bmp,top_right,void,44,19,16.657,0.962,1.161,0.76,0.422,9.919,2.696,4.918
img06.bmp,top_right,void,45,47,33.485,0.976,1.325,0.839,0.461,17.36,3.802,7.736
img06.bmp,bottom_right,part,0,40223,3834.997,0.164,-1.278,0.785,0.747,278.015,274.25,226.304
img06.bmp,bottom_right,void,1,145,52.385,0.814,1.2,0.935,0.604,19.35,11.238,13.587
img06.bmp,bottom_right,void,2,120,49.799,0.9,-1.232,0.889,0.519,20.058,8.743,12.361
img06.bmp,bottom_right,void,3,359,87.841,0.893,-1.432,0.937,0.556,34.052,15.351,21.38
img06.bmp,bottom_right,void,4,236,67.042,0.811,-1.49,0.94,0.59,24.222,14.176,17.334
img06.bmp,bottom_right,void,5,153,53.113,0.895,0.839,0.962,0.5,21.898,9.769,13.957
img06.bmp,bottom_right,void,6,264,80.941,0.936,-1.407,0.904,0.524,33.015,11.599,18.334
img06.bmp,bottom_right,void,7,344,74.184,0.517,0.341,0.948,0.625,23.75,20.334,20.928
img06.bmp,bottom_right,void,8,363,77.255,0.555,0.819,0.943,0.581,24.704,20.553,21.499
img06.bmp,bottom_right,void,9,391,88.912,0.863,-0.947,0.929,0.485,33.273,16.79,22.312
img06.bmp,bottom_right,void,10,283,72.87,0.817,0.166,0.928,0.617,26.547,15.311,18.982
img06.bmp,bottom_right,void,11,422,84.669,0.665,0.751,0.944,0.579,28.198,21.066,23.18
img06.bmp,bottom_right,void,12,62,37.213,0.971,-0.472,0.873,0.388,18.683,4.502,8.885
img06.bmp,bottom_right,void,13,144,67.006,0.979,0.174,0.828,0.516,31.275,6.447,13.541
img06.bmp,bottom_right,void,14,367,88.562,0.893,-1.379,0.92,0.566,34.27,15.391,21.617
img06.bmp,bottom_right,void,15,218,72.184,0.936,-1.046,0.916,0.433,29.654,10.461,16.66
img06.bmp,bottom_right,void,16,230,81.113,0.961,0.192,0.891,0.478,34.326,9.456,17.113
img06.bmp,bottom_right,void,17,594,102.083,0.737,-1.37,0.947,0.617,35.233,23.81,27.501
img06.bmp,bottom_right,void,18,537,105.497,0.881,-1.141,0.94,0.53,40.334,19.049,26.148
img06.bmp,bottom_right,void,19,271,76.562,0.909,0.618,0.931,0.478,30.599,12.777,18.575
img06.bmp,bottom_right,void,20,419,89.598,0.826,0.629,0.933,0.559,32.749,18.455,23.097
img06.bmp,bottom_right,void,21,549,107.74,0.883,-1.142,0.923,0.508,40.945,19.188,26.439
img06.bmp,bottom_right,void,22,355,77.598,0.798,0.902,0.944,0.592,28.597,17.232,21.26
img06.bmp,bottom_right,void,23,341,74.77,0.604,-0.137,0.934,0.625,24.507,19.533,20.837
img06.bmp,bottom_right,void,24,18,18.414,0.988,-0.109,0.75,0.545,12.186,1.9,4.787
img06.bmp,bottom_right,void,25,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img06.bmp,bottom_right,void,26,300,78.184,0.885,1.171,0.929,0.526,30.218,14.075,19.544
img06.bmp,bottom_right,void,27,318,72.527,0.769,1.544,0.944,0.654,26.198,16.739,20.122
img06.bmp,bottom_right,void,28,339,76.77,0.498,-0.145,0.934,0.593,23.733,20.587,20.776
img06.bmp,bottom_right,void,29,371,83.012,0.79,0.702,0.939,0.55,29.337,17.993,21.734
img06.bmp,bottom_right,void,30,306,72.426,0.716,-0.553,0.944,0.56,24.974,17.433,19.739
img06.bmp,bottom_right,void,31,9,7.621,0.861,-0.464,0.9,0.75,4.619,2.352,3.385
img06.bmp,bottom_right,void,32,334,76.184,0.646,-0.073,0.936,0.589,25.141,19.194,20.622
img06.bmp,bottom_right,void,33,270,78.326,0.911,0.957,0.925,0.391,30.904,12.779,18.541
img06.bmp,bottom_right,void,34,458,92.912,0.802,1.004,0.94,0.534,33.251,19.859,24.148
img06.bmp,bottom_right,void,35,168,55.698,0.872,1.395,0.923,0.583,22.121,10.815,14.625
img06.bmp,bottom_right,void,36,71,37.213,0.917,-1.201,0.899,0.493,15.621,6.238,9.508
img06.bmp,bottom_right,void,37,84,42.521,0.963,1.452,0.884,0.636,20.623,5.575,10.342
img06.bmp,bottom_right,void,38,182,58.284,0.858,1.481,0.963,0.607,22.586,11.607,15.223
img06.bmp,bottom_right,void,39,130,54.456,0.941,1.29,0.89,0.492,23.111,7.828,12.866
img06.bmp,bottom_right,void,40,77,39.006,0.925,-1.22,0.875,0.503,16.67,6.348,9.901
img07.bmp,top_left,part,0,39749,3975.424,0.134,-1.268,0.778,0.742,277.751,275.258,224.967
img07.bmp,top_left,void,1,74,39.935,0.946,-1.401,0.841,0.514,18.01,5.858,9.707
img07.bmp,top_left,void,2,55,28.728,0.871,-1.525,0.917,0.705,12.159,5.97,8.368
img07.bmp,top_left,void,3,187,69.906,0.96,-1.326,0.886,0.45,30.661,8.627,15.43
img07.bmp,top_left,void,4,170,57.971,0.887,-1.539,0.909,0.644,22.91,10.579,14.712
img07.bmp,top_left,void,5,122,47.87,0.915,0.939,0.938,0.478,20.364,8.209,12.463
img07.bmp,top_left,void,6,175,67.87,0.959,-1.351,0.879,0.456,29.757,8.416,14.927
img07.bmp,top_left,void,7,328,71.355,0.311,0.899,0.953,0.648,21.954,20.866,20.436
img07.bmp,top_left,void,8,348,77.012,0.536,1.062,0.938,0.582,24.105,20.352,21.05
img07.bmp,top_left,void,9,290,73.113,0.763,0.256,0.929,0.587,25.431,16.446,19.216
img07.bmp,top_left,void,10,293,80.083,0.913,-0.904,0.921,0.436,32.049,13.066,19.315
img07.bmp,top_left,void,11,414,84.083,0.682,0.912,0.95,0.569,28.27,20.674,22.959
img07.bmp,top_left,void,12,345,88.184,0.909,-1.34,0.922,0.532,34.515,14.423,20.959
img07.bmp,top_left,void,13,278,88.32,0.956,0.175,0.888,0.496,37.039,10.924,18.814
img07.bmp,top_left,void,14,175,75.042,0.976,0.155,0.837,0.455,33.785,7.303,14.927
img07.bmp,top_left,void,15,153,63.562,0.958,-0.979,0.905,0.36,27.467,7.895,13.957
img07.bmp,top_left,void,16,580,101.497,0.768,-1.324,0.954,0.603,35.821,22.956,27.175
img07.bmp,top_left,void,17,570,108.326,0.883,-1.173,0.933,0.528,41.502,19.482,26.94
img07.bmp,top_left,void,18,263,71.941,0.885,0.594,0.939,0.554,28.309,13.174,18.299
img07.bmp,top_left,void,19,574,110.326,0.885,-1.187,0.932,0.526,41.978,19.53,27.034
img07.bmp,top_left,void,20,354,77.355,0.756,0.924,0.947,0.616,27.556,18.025,21.23
img07.bmp,top_left,void,21,392,80.184,0.518,0.151,0.942,0.631,25.445,21.759,22.341
img07.bmp,top_left,void,22,395,83.355,0.774,0.547,0.952,0.613,30.087,19.034,22.426
img07.bmp,top_left,void,23,123,51.971,0.943,-0.096,0.879,0.621,22.351,7.42,12.514
img07.bmp,top_left,void,24,335,81.012,0.854,1.17,0.931,0.532,30.202,15.711,20.653
img07.bmp,top_left,void,25,354,76.527,0.756,1.448,0.954,0.665,27.323,17.888,21.23
img07.bmp,top_left,void,26,58,30.485,0.859,0.021,0.892,0.69,12.525,6.402,8.593
img07.bmp,top_left,void,27,418,86.426,0.578,0.362,0.935,0.577,27.369,22.339,23.07
img07.bmp,top_left,void,28,377,79.941,0.755,0.543,0.959,0.63,28.52,18.7,21.909
img07.bmp,top_left,void,29,373,79.012,0.68,-0.381,0.952,0.606,26.872,19.71,21.793
img07.bmp,top_left,void,30,90,43.385,0.939,-0.256,0.882,0.526,18.982,6.535,10.705
img07.bmp,top_left,void,31,402,83.941,0.73,0.173,0.939,0.638,29.033,19.838,22.624
img07.bmp,top_left,void,32,309,82.533,0.9,0.939,0.92,0.412,32.302,14.095,19.835
img07.bmp,top_left,void,33,502,95.74,0.772,0.914,0.951,0.543,33.635,21.398,25.282
img07.bmp,top_left,void,34,214,62.87,0.854,1.304,0.918,0.611,24.336,12.65,16.507
img07.bmp,top_left,void,35,134,48.042,0.835,-1.23,0.924,0.588,18.497,10.178,13.062
img07.bmp,top_left,void,36,104,49.178,0.942,1.473,0.874,0.565,21.692,7.255,11.507
img07.bmp,top_left,void,37,249,66.32,0.803,1.341,0.954,0.615,24.448,14.565,17.806
img07.bmp,top_left,void,38,183,62.527,0.922,1.193,0.91,0.469,25.964,10.03,15.264
img07.bmp,top_left,void,39,139,48.87,0.829,-1.219,0.927,0.563,18.728,10.484,13.303
