Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Num_Wpixels,Num_Bpixels,Wpixels_ratio
img09.bmp,top_right,void,42,259,67.113,0.802,1.381,0.949,0.64,24.832,14.833,18.16,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,43,198,64.906,0.913,1.293,0.917,0.544,26.131,10.657,15.878,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,44,137,48.87,0.877,-1.131,0.913,0.555,19.714,9.47,13.207,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,45,53,30.385,0.908,0.814,0.855,0.482,13.019,5.467,8.215,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,46,25,20.899,0.941,1.275,0.806,0.5,9.988,3.368,5.642,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,47,44,32.45,0.983,1.422,0.88,0.647,17.593,3.257,7.485,34,47,37195,14107,0.7250204670383221
img09.bmp,bottom_right,part,0,37595,4038.436,0.145,-1.131,0.75,0.733,278.918,275.988,218.786,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,1,180,56.042,0.846,1.211,0.923,0.612,21.914,11.696,15.139,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,2,146,53.213,0.88,-1.243,0.896,0.579,20.845,9.895,13.634,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,3,423,92.669,0.888,-1.439,0.936,0.571,36.302,16.7,23.207,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,4,261,69.456,0.801,-1.511,0.929,0.614,24.933,14.938,18.23,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,5,170,54.284,0.893,0.855,0.96,0.556,22.542,10.131,14.712,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,6,322,85.598,0.933,-1.397,0.917,0.544,35.573,12.832,20.248,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,7,396,79.841,0.535,0.455,0.938,0.611,25.575,21.607,22.454,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,8,423,83.255,0.599,0.845,0.951,0.603,27.237,21.807,23.207,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,9,315,76.284,0.813,0.213,0.94,0.625,27.769,16.155,20.027,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,10,460,96.569,0.854,-0.934,0.931,0.481,35.54,18.483,24.201,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,11,458,89.083,0.646,0.797,0.937,0.564,29.118,22.215,24.148,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,12,117,51.113,0.952,-0.486,0.867,0.418,22.826,6.988,12.205,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,13,175,72.042,0.974,0.191,0.858,0.497,32.884,7.454,14.927,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,14,423,93.598,0.89,-1.36,0.924,0.572,36.379,16.569,23.207,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,15,270,86.527,0.963,0.199,0.894,0.508,37.673,10.103,18.541,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,16,271,79.598,0.929,-1.045,0.919,0.452,32.356,11.97,18.575,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,17,678,109.154,0.744,-1.387,0.955,0.621,37.771,25.244,29.381,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,18,601,110.326,0.887,-1.084,0.945,0.537,42.841,19.746,27.663,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,19,30,19.899,0.879,-0.255,0.909,0.667,8.929,4.26,6.18,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,20,332,81.841,0.908,0.658,0.93,0.494,33.354,13.944,20.56,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,21,612,110.083,0.882,-1.126,0.939,0.567,42.769,20.144,27.915,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,22,376,80.426,0.604,-0.219,0.935,0.584,26.056,20.769,21.88,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,23,502,95.012,0.799,0.667,0.953,0.598,34.61,20.827,25.282,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,24,407,83.598,0.78,0.971,0.936,0.628,29.985,18.756,22.764,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,25,20,15.657,0.906,-0.033,0.833,0.625,8.093,3.433,5.046,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,26,385,81.012,0.548,-0.172,0.937,0.598,25.646,21.445,22.14,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,27,373,78.77,0.773,1.56,0.935,0.643,28.526,18.081,21.793,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,28,359,83.598,0.875,1.213,0.932,0.561,32.166,15.559,21.38,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,29,447,88.426,0.762,0.765,0.939,0.591,31.154,20.178,23.857,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,30,350,77.841,0.74,-0.562,0.936,0.564,27.29,18.359,21.11,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,31,370,79.598,0.64,-0.115,0.932,0.601,26.071,20.04,21.705,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,32,329,84.569,0.909,0.995,0.927,0.425,33.785,14.089,20.467,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,33,521,95.497,0.779,1.078,0.956,0.589,34.363,21.534,25.756,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,34,29,21.142,0.976,0.599,0.806,0.33,13.21,2.9,6.077,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,35,197,60.042,0.878,1.413,0.925,0.657,24.042,11.498,15.838,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,36,65,34.627,0.927,-1.076,0.903,0.433,15.705,5.893,9.097,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,37,117,51.349,0.953,1.467,0.873,0.609,23.419,7.072,12.205,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,38,214,63.113,0.861,1.445,0.947,0.61,24.673,12.548,16.507,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,39,80,37.799,0.915,-1.109,0.909,0.533,16.303,6.592,10.093,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,40,164,57.456,0.933,1.33,0.921,0.596,24.95,8.948,14.45,35,41,37595,14389,0.7232032933210218
img09.bmp,bottom_right,void,41,14,11.657,0.926,1.009,0.933,0.583,6.771,2.561,4.222,35,41,37595,14389,0.7232032933210218
img10.bmp,top_left,part,0,36493,4336.1,0.12,-0.562,0.725,0.708,280.687,278.649,215.556,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,1,93,37.556,0.785,-1.312,0.894,0.664,14.414,8.928,10.882,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,2,113,49.178,0.936,-1.328,0.843,0.538,21.304,7.515,11.995,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,3,227,74.77,0.952,-1.291,0.887,0.459,32.337,9.862,17.001,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,4,225,65.799,0.883,-1.473,0.918,0.666,25.985,12.212,16.926,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,5,193,57.941,0.864,0.977,0.932,0.541,22.88,11.537,15.676,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,6,14,14.828,0.993,0.884,0.778,0.222,12.489,1.464,4.222,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,7,210,73.734,0.949,-1.313,0.875,0.469,30.769,9.688,16.352,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,8,385,79.598,0.133,0.751,0.934,0.617,23.309,23.102,22.14,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,9,421,82.426,0.494,1.179,0.944,0.624,25.94,22.553,23.152,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,10,395,83.941,0.708,0.224,0.932,0.613,28.275,19.981,22.426,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,11,30,20.899,0.988,0.657,0.811,0.278,15.768,2.485,6.18,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,12,342,87.497,0.906,-0.827,0.917,0.437,33.893,14.359,20.867,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,13,508,91.497,0.659,1.017,0.957,0.607,30.568,22.985,25.432,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,14,446,110.255,0.945,0.199,0.901,0.489,44.776,14.701,23.83,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,15,328,99.184,0.965,0.186,0.891,0.486,42.361,11.085,20.436,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,16,404,93.012,0.895,-1.312,0.914,0.546,36.012,16.037,22.68,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,17,185,67.012,0.954,-0.919,0.894,0.389,29.255,8.803,15.348,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,18,657,109.154,0.763,-1.304,0.939,0.587,37.952,24.543,28.923,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,19,670,118.569,0.885,-1.151,0.942,0.544,45.217,21.039,29.207,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,20,288,77.355,0.887,0.558,0.917,0.533,29.913,13.808,19.149,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,21,234,68.042,0.901,-0.058,0.914,0.667,27.188,11.817,17.261,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,22,670,116.912,0.888,-1.186,0.944,0.564,45.279,20.844,29.207,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,23,496,89.012,0.357,0.509,0.95,0.656,27.224,25.428,25.13,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,24,417,83.012,0.751,0.931,0.939,0.618,29.577,19.528,23.042,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,25,424,88.184,0.802,0.51,0.934,0.589,31.928,19.05,23.235,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,26,424,86.426,0.788,1.472,0.938,0.612,30.847,18.977,23.235,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,27,136,48.385,0.809,0.111,0.901,0.63,18.081,10.62,13.159,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,28,384,85.841,0.861,1.202,0.939,0.554,32.545,16.525,22.112,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,29,530,95.255,0.554,0.673,0.941,0.609,30.434,25.343,25.977,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,30,174,58.042,0.904,-0.213,0.906,0.604,23.67,10.122,14.884,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,31,401,85.012,0.788,0.578,0.933,0.597,30.354,18.687,22.596,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,32,450,85.255,0.624,-0.389,0.951,0.625,28.359,22.15,23.937,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,33,510,93.598,0.668,0.351,0.948,0.638,31.365,23.33,25.482,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,34,355,90.533,0.911,0.972,0.91,0.427,35.303,14.582,21.26,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,35,529,99.497,0.792,0.926,0.945,0.573,35.3,21.568,25.953,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,36,251,68.527,0.872,1.337,0.933,0.62,26.783,13.096,17.877,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,37,169,55.698,0.849,-1.308,0.904,0.549,21.124,11.158,14.669,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,38,125,50.592,0.931,1.488,0.94,0.679,22.202,8.077,12.616,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,39,290,73.355,0.837,1.322,0.945,0.625,27.445,15.001,19.216,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,40,202,65.941,0.925,1.248,0.914,0.515,27.09,10.316,16.037,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,41,174,55.456,0.844,-1.268,0.906,0.608,21.103,11.317,14.884,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,42,21,14.485,0.962,0.902,0.955,0.438,9.882,2.695,5.171,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,43,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596,36,44,36493,15491,0.7020044629116651
img10.bmp,top_left,void,44,51,33.071,0.972,1.358,0.879,0.638,16.65,3.917,8.058,36,44,36493,15491,0.7020044629116651
img10.bmp,bottom_left,part,0,36115,4378.568,0.131,-0.348,0.719,0.704,280.931,278.501,214.437,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,1,173,53.456,0.661,1.292,0.956,0.618,18.298,13.732,14.842,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,2,169,60.835,0.918,-1.252,0.88,0.52,24.765,9.8,14.669,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,3,386,90.912,0.885,-1.336,0.913,0.522,34.712,16.145,22.169,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,4,301,76.527,0.838,-1.351,0.909,0.577,28.11,15.342,19.577,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,5,249,67.355,0.823,0.906,0.943,0.566,25.005,14.198,17.806,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,6,98,47.113,0.958,0.911,0.916,0.389,21.543,6.195,11.17,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,7,292,82.391,0.93,-1.354,0.896,0.541,33.823,12.465,19.282,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,8,426,82.669,0.432,-0.083,0.955,0.631,25.729,23.201,23.289,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,9,447,86.669,0.476,0.716,0.931,0.591,26.738,23.513,23.857,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,10,88,44.87,0.958,0.565,0.889,0.407,20.203,5.78,10.585,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,11,432,89.598,0.736,0.118,0.931,0.606,30.328,20.535,23.453,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,12,398,92.776,0.879,-0.826,0.917,0.428,34.792,16.608,22.511,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,13,534,94.083,0.579,0.898,0.95,0.614,30.348,24.733,26.075,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,14,472,113.462,0.943,0.165,0.901,0.487,45.859,15.298,24.515,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,15,330,99.941,0.966,0.162,0.889,0.512,42.771,10.995,20.498,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,16,433,96.426,0.889,-1.324,0.921,0.543,36.965,16.911,23.48,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,17,235,73.598,0.929,-0.986,0.911,0.435,30.243,11.166,17.298,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,18,692,110.326,0.727,-1.341,0.941,0.612,37.774,25.951,29.683,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,19,674,117.983,0.888,-1.111,0.932,0.522,45.581,20.951,29.294,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,20,217,66.627,0.917,-0.127,0.9,0.646,27.419,10.926,16.622,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,21,287,79.562,0.923,0.564,0.911,0.471,32.495,12.51,19.116,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,22,672,121.154,0.891,-1.152,0.928,0.527,45.955,20.865,29.251,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,23,421,95.012,0.854,0.523,0.917,0.532,34.307,17.836,23.152,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,24,479,88.669,0.342,-0.346,0.932,0.612,26.769,25.155,24.696,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,25,397,82.184,0.786,0.895,0.939,0.611,29.772,18.399,22.483,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,26,105,42.971,0.849,-0.126,0.897,0.618,16.744,8.855,11.562,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,27,498,92.083,0.355,0.96,0.924,0.592,27.801,25.987,25.181,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,28,356,85.012,0.877,1.198,0.913,0.53,32.358,15.526,21.29,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,29,403,84.426,0.796,1.502,0.935,0.63,30.33,18.34,22.652,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,30,143,54.835,0.922,-0.273,0.872,0.542,22.785,8.806,13.493,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,31,364,83.598,0.849,0.61,0.938,0.546,31.268,16.53,21.528,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,32,419,83.012,0.609,-0.54,0.942,0.624,27.354,21.695,23.097,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,33,462,89.497,0.565,0.392,0.951,0.592,28.261,23.313,24.254,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,34,320,85.74,0.917,0.986,0.907,0.413,34.104,13.566,20.185,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,35,477,95.497,0.822,0.961,0.939,0.552,34.524,19.683,24.644,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,36,216,63.663,0.883,1.41,0.908,0.615,25.487,11.977,16.584,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,37,131,52.042,0.905,-1.23,0.879,0.52,20.941,8.924,12.915,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,38,107,51.042,0.946,1.428,0.884,0.582,21.67,7.027,11.672,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,39,230,67.113,0.874,1.423,0.909,0.608,25.858,12.546,17.113,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,40,125,48.627,0.888,-1.255,0.874,0.598,19.287,8.877,12.616,37,41,36115,15641,0.6977934925419275
img10.bmp,bottom_left,void,41,150,60.456,0.95,1.308,0.882,0.524,25.954,8.132,13.82,37,41,36115,15641,0.6977934925419275
img10.bmp,top_right,part,0,36679,4381.455,0.076,-1.521,0.736,0.718,277.73,276.918,216.104,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,1,115,44.142,0.869,1.436,0.891,0.676,17.945,8.891,12.101,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,2,107,44.935,0.896,-1.36,0.907,0.626,18.355,8.16,11.672,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,3,298,84.77,0.941,-1.372,0.903,0.503,35.471,12.044,19.479,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,4,205,62.799,0.889,1.548,0.928,0.683,25.001,11.437,16.156,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,5,133,52.113,0.917,0.909,0.917,0.462,21.398,8.538,13.013,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,6,237,80.734,0.962,-1.352,0.859,0.47,35.199,9.667,17.371,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,7,370,77.598,0.499,0.704,0.944,0.617,24.506,21.235,21.705,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,8,392,80.426,0.656,1.117,0.945,0.609,26.99,20.364,22.341,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,9,309,77.355,0.817,0.336,0.92,0.581,27.579,15.917,19.835,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,10,414,95.397,0.902,-0.92,0.922,0.448,36.894,15.898,22.959,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,11,457,87.74,0.707,0.924,0.956,0.563,30.079,21.271,24.122,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,12,298,94.977,0.966,0.215,0.876,0.462,41.029,10.614,19.479,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,13,398,94.184,0.904,-1.356,0.913,0.551,36.279,15.54,22.511,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,14,202,83.077,0.981,0.204,0.849,0.443,38.531,7.417,16.037,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,15,86,45.87,0.967,-0.518,0.905,0.377,21.175,5.41,10.464,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,16,234,78.426,0.959,-0.996,0.86,0.343,34.827,9.899,17.261,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,17,655,109.983,0.766,-1.375,0.941,0.585,37.873,24.33,28.879,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,18,630,114.569,0.878,-1.15,0.939,0.536,43.426,20.819,28.322,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,19,37,25.899,0.943,-0.321,0.841,0.561,12.172,4.049,6.864,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,20,347,83.598,0.875,0.704,0.933,0.496,32.257,15.612,21.019,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,21,633,117.983,0.882,-1.17,0.913,0.526,44.189,20.794,28.389,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,22,404,80.527,0.56,0.219,0.955,0.676,26.129,21.656,22.68,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,23,411,83.012,0.778,1.004,0.941,0.612,30.07,18.881,22.876,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,24,528,98.669,0.744,0.665,0.94,0.587,33.974,22.693,25.928,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,25,29,25.828,0.983,0.01,0.725,0.518,15.345,2.83,6.077,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,26,28,21.828,0.967,-0.131,0.8,0.583,12.505,3.181,5.971,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,27,406,83.598,0.763,1.463,0.942,0.624,29.636,19.161,22.736,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,28,379,86.426,0.848,1.218,0.931,0.547,31.656,16.8,21.967,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,29,12,10.414,0.804,-0.116,0.923,0.8,5.044,3.0,3.909,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,30,438,88.426,0.64,0.138,0.94,0.608,28.772,22.119,23.615,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,31,483,90.426,0.72,0.715,0.942,0.616,31.239,21.68,24.799,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,32,75,40.142,0.961,-0.3,0.872,0.493,19.068,5.304,9.772,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,33,416,84.669,0.691,-0.478,0.939,0.578,28.605,20.675,23.015,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,34,435,89.255,0.689,0.061,0.933,0.591,29.39,21.298,23.534,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,35,371,89.983,0.889,0.995,0.921,0.42,34.454,15.761,21.734,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,36,581,102.326,0.733,1.0,0.946,0.593,35.093,23.87,27.198,38,47,36679,14850,0.7118127656271226
img10.bmp,top_right,void,37,79,44.87,0.975,0.578,0.888,0.357,21.777,4.824,10.029,38,47,36679,14850,0.7118127656271226
