Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Num_Wpixels,Num_Bpixels,Wpixels_ratio
img06.bmp,top_left,void,34,238,64.284,0.851,1.336,0.96,0.654,25.099,13.169,17.408,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,35,153,52.284,0.839,-1.287,0.905,0.56,19.627,10.692,13.957,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,36,114,47.799,0.92,1.544,0.898,0.679,20.168,7.913,12.048,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,37,269,70.355,0.833,1.319,0.903,0.6,26.425,14.602,18.507,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,38,196,63.355,0.919,1.216,0.912,0.503,26.208,10.344,15.797,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,39,163,54.284,0.829,-1.288,0.886,0.554,20.164,11.27,14.406,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,40,6,6.0,0.791,1.571,1.0,1.0,3.266,2.0,2.764,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,41,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,20,42,38289,14151,0.7301487414187643
img06.bmp,top_left,void,42,49,32.728,0.966,1.348,0.831,0.544,16.133,4.175,7.899,20,42,38289,14151,0.7301487414187643
img06.bmp,bottom_left,part,0,37927,4085.791,0.117,-1.189,0.748,0.73,279.482,277.569,219.75,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,1,151,48.042,0.705,1.374,0.944,0.645,17.23,12.216,13.866,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,2,140,53.213,0.913,-1.25,0.892,0.556,21.88,8.943,13.351,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,3,338,83.255,0.888,-1.328,0.931,0.552,32.379,14.879,20.745,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,4,268,70.284,0.841,-1.403,0.927,0.62,26.479,14.334,18.472,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,5,205,56.87,0.825,0.947,0.962,0.641,22.161,12.532,16.156,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,6,45,29.213,0.971,0.858,0.957,0.375,15.499,3.682,7.569,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,7,254,73.941,0.927,-1.357,0.917,0.567,30.864,11.597,17.983,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,8,385,77.941,0.455,-0.014,0.948,0.67,24.609,21.92,22.14,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,9,411,82.669,0.5,0.782,0.938,0.585,25.841,22.378,22.876,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,10,22,18.107,0.952,0.669,0.88,0.449,9.69,2.952,5.293,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,11,379,82.527,0.753,0.11,0.933,0.622,28.611,18.833,21.967,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,12,355,83.497,0.884,-0.834,0.927,0.488,32.688,15.3,21.26,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,13,494,90.326,0.601,0.853,0.945,0.587,29.379,23.486,25.079,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,14,237,83.113,0.969,0.172,0.868,0.534,36.184,8.998,17.371,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,15,387,99.805,0.945,0.188,0.913,0.517,41.284,13.547,22.198,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,16,397,88.77,0.884,-1.311,0.93,0.584,34.521,16.151,22.483,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,17,201,65.598,0.934,-0.98,0.914,0.447,27.916,9.944,15.998,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,18,646,106.569,0.735,-1.302,0.943,0.586,36.833,24.991,28.679,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,19,639,113.983,0.886,-1.125,0.922,0.525,44.225,20.468,28.524,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,20,255,71.941,0.913,0.581,0.921,0.516,29.623,12.079,18.019,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,21,156,54.385,0.917,-0.102,0.918,0.709,22.965,9.15,14.093,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,22,638,113.154,0.887,-1.147,0.942,0.55,44.04,20.364,28.501,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,23,445,84.426,0.413,-0.077,0.957,0.636,26.201,23.86,23.803,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,24,405,87.012,0.831,0.551,0.929,0.562,32.168,17.904,22.708,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,25,373,77.355,0.764,0.873,0.947,0.648,28.074,18.12,21.793,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,26,76,33.556,0.807,-0.173,0.905,0.65,13.266,7.843,9.837,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,27,380,81.012,0.782,1.493,0.936,0.613,29.007,18.095,21.996,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,28,346,83.012,0.869,1.167,0.918,0.531,31.346,15.492,20.989,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,29,454,87.255,0.368,0.921,0.928,0.601,26.471,24.611,24.043,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,30,357,79.77,0.839,0.652,0.944,0.575,30.166,16.433,21.32,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,31,97,39.799,0.904,-0.276,0.924,0.634,17.235,7.379,11.113,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,32,382,78.669,0.643,-0.476,0.95,0.593,26.346,20.175,22.054,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,33,438,85.255,0.57,0.228,0.94,0.629,27.645,22.714,23.615,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,34,301,82.326,0.912,0.966,0.896,0.418,32.775,13.428,19.577,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,35,468,92.669,0.801,0.976,0.94,0.562,33.453,20.019,24.411,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,36,211,62.284,0.893,1.37,0.934,0.624,25.719,11.599,16.391,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,37,116,44.385,0.892,-1.257,0.935,0.644,18.553,8.403,12.153,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,38,96,46.142,0.948,1.411,0.873,0.6,20.602,6.562,11.056,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,39,233,64.87,0.858,1.388,0.921,0.64,25.241,12.973,17.224,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,40,163,58.284,0.934,1.284,0.901,0.543,25.01,8.953,14.406,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,41,123,48.213,0.89,-1.302,0.911,0.615,19.257,8.773,12.514,21,42,37927,14513,0.7232456140350877
img06.bmp,bottom_left,void,42,7,7.207,0.889,1.425,1.0,0.875,4.155,1.905,2.985,21,42,37927,14513,0.7232456140350877
img06.bmp,top_right,part,0,38753,4065.49,0.169,-1.555,0.769,0.752,278.299,274.295,222.13,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,1,80,35.556,0.837,1.511,0.909,0.667,14.021,7.662,10.093,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,2,79,38.314,0.896,-1.346,0.878,0.617,16.02,7.11,10.029,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,3,252,79.941,0.945,-1.357,0.872,0.514,33.049,10.763,17.912,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,4,186,60.249,0.872,-1.566,0.912,0.646,22.885,11.21,15.389,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,5,109,45.456,0.921,0.93,0.94,0.524,19.42,7.551,11.781,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,6,208,73.491,0.959,-1.346,0.885,0.51,32.224,9.136,16.274,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,7,324,70.527,0.507,0.9,0.939,0.669,22.693,19.566,20.311,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,8,352,76.426,0.594,1.079,0.936,0.589,24.736,19.905,21.17,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,9,271,71.113,0.818,0.332,0.912,0.579,25.966,14.929,18.575,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,10,357,87.29,0.904,-0.911,0.93,0.461,34.359,14.656,21.32,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,11,405,82.426,0.701,0.854,0.94,0.599,28.032,20.004,22.708,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,12,362,88.77,0.9,-1.341,0.912,0.544,34.577,15.058,21.469,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,13,224,79.113,0.963,0.236,0.868,0.507,34.214,9.268,16.888,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,14,129,62.042,0.974,0.228,0.838,0.461,27.748,6.308,12.816,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,15,192,70.562,0.951,-0.981,0.901,0.381,29.914,9.222,15.635,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,16,22,18.071,0.973,-0.442,0.815,0.367,11.226,2.57,5.293,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,17,592,110.326,0.875,-1.127,0.921,0.529,41.755,20.198,27.455,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,18,609,104.083,0.758,-1.339,0.94,0.616,36.364,23.718,27.846,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,19,304,78.012,0.869,0.675,0.935,0.531,29.372,14.511,19.674,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,20,589,110.912,0.876,-1.169,0.913,0.553,41.844,20.172,27.385,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,21,380,81.598,0.595,0.15,0.927,0.612,25.923,20.826,21.996,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,22,379,79.012,0.773,0.941,0.945,0.607,28.671,18.186,21.967,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,23,470,93.598,0.752,0.667,0.934,0.623,32.244,21.256,24.463,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,24,13,11.243,0.925,-0.235,0.765,0.542,6.846,2.593,4.068,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,25,385,82.426,0.754,1.445,0.93,0.611,28.617,18.798,22.14,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,26,362,82.184,0.852,1.235,0.928,0.584,31.117,16.311,21.469,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,27,6,6.0,0.791,0.0,1.0,1.0,3.266,2.0,2.764,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,28,405,84.77,0.56,0.257,0.92,0.603,26.527,21.984,22.708,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,29,446,91.012,0.722,0.682,0.931,0.59,30.514,21.106,23.83,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,30,370,78.426,0.714,-0.368,0.946,0.629,27.152,19.0,21.705,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,31,393,83.598,0.706,0.092,0.927,0.624,28.174,19.952,22.369,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,32,49,33.178,0.958,-0.304,0.831,0.467,15.187,4.367,7.899,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,33,337,85.154,0.897,0.972,0.908,0.435,33.411,14.752,20.714,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,34,549,100.326,0.73,0.996,0.94,0.594,33.956,23.198,26.439,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,35,228,64.906,0.826,1.375,0.942,0.626,24.029,13.54,17.038,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,36,42,28.971,0.969,0.558,0.875,0.389,15.031,3.72,7.313,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,37,122,46.042,0.877,-1.168,0.917,0.565,18.821,9.053,12.463,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,38,128,58.042,0.955,1.498,0.853,0.547,24.93,7.433,12.766,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,39,11,9.621,0.913,0.696,0.846,0.55,5.984,2.445,3.742,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,40,265,68.527,0.798,1.367,0.917,0.637,24.956,15.024,18.369,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,41,201,63.527,0.896,1.267,0.914,0.532,25.071,11.138,15.998,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,42,133,48.87,0.841,-1.169,0.893,0.538,18.67,10.111,13.013,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,43,51,27.556,0.887,0.862,0.927,0.567,12.052,5.572,8.058,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,44,23,19.107,0.939,1.222,0.793,0.511,9.696,3.336,5.412,22,45,38753,13230,0.7454937191004751
img06.bmp,top_right,void,45,58,37.899,0.962,1.392,0.806,0.537,17.346,4.765,8.593,22,45,38753,13230,0.7454937191004751
img06.bmp,bottom_right,part,0,38381,3933.968,0.169,-1.267,0.759,0.742,279.439,275.429,221.062,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,1,176,55.213,0.807,1.203,0.946,0.645,20.772,12.278,14.97,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,2,144,53.213,0.897,-1.241,0.906,0.571,21.601,9.559,13.541,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,3,403,90.669,0.884,-1.414,0.946,0.574,35.103,16.396,22.652,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,4,265,69.456,0.804,-1.435,0.933,0.624,25.348,15.075,18.369,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,5,183,56.527,0.892,0.868,0.934,0.535,23.621,10.658,15.264,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,6,306,84.77,0.932,-1.375,0.903,0.531,35.047,12.682,19.739,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,7,376,76.184,0.463,0.373,0.957,0.654,24.306,21.543,21.88,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,8,402,80.083,0.566,0.801,0.955,0.595,25.954,21.394,22.624,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,9,314,75.456,0.805,0.181,0.932,0.646,27.542,16.322,19.995,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,10,433,92.569,0.861,-0.915,0.927,0.483,34.786,17.694,23.48,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,11,455,86.669,0.649,0.796,0.952,0.602,28.909,21.99,24.069,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,12,83,42.042,0.96,-0.462,0.892,0.444,19.829,5.555,10.28,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,13,180,71.456,0.972,0.213,0.849,0.511,32.513,7.629,15.139,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,14,413,92.184,0.89,-1.333,0.928,0.574,35.824,16.361,22.931,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,15,272,84.77,0.957,0.226,0.889,0.49,35.978,10.398,18.61,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,16,249,74.184,0.933,-1.028,0.936,0.468,31.107,11.197,17.806,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,17,587,108.569,0.878,-1.106,0.944,0.524,41.681,19.939,27.338,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,18,643,104.912,0.73,-1.331,0.955,0.627,36.299,24.79,28.613,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,19,305,78.77,0.901,0.621,0.944,0.513,31.611,13.695,19.706,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,20,599,110.326,0.882,-1.119,0.937,0.535,42.465,20.013,27.616,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,21,382,77.598,0.587,-0.136,0.943,0.643,25.57,20.7,22.054,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,22,470,93.255,0.818,0.651,0.94,0.58,34.121,19.628,24.463,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,23,399,81.598,0.792,0.913,0.943,0.614,30.012,18.31,22.539,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,24,29,22.414,0.972,-0.098,0.806,0.659,12.849,3.029,6.077,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,25,4,4.0,0.0,0.785,1.0,1.0,2.0,2.0,2.257,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,26,379,80.184,0.518,-0.185,0.938,0.61,25.14,21.508,21.967,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,27,340,81.598,0.876,1.187,0.926,0.548,31.578,15.225,20.806,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,28,350,75.355,0.763,-1.549,0.949,0.658,27.201,17.589,21.11,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,29,408,86.426,0.776,0.731,0.925,0.581,30.339,19.119,22.792,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,30,15,12.243,0.773,-0.262,0.938,0.75,5.471,3.468,4.37,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,31,339,74.426,0.708,-0.55,0.947,0.593,25.976,18.332,20.776,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,32,374,79.012,0.657,-0.059,0.94,0.607,26.581,20.039,21.822,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,33,308,80.326,0.901,0.985,0.928,0.432,31.928,13.851,19.803,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,34,507,96.326,0.802,1.018,0.935,0.552,34.872,20.812,25.407,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,35,199,58.284,0.863,1.429,0.93,0.638,23.284,11.768,15.918,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,36,88,38.385,0.906,-1.189,0.926,0.611,16.672,7.043,10.585,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,37,105,47.556,0.954,1.452,0.921,0.682,21.711,6.528,11.562,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,38,210,61.698,0.855,1.52,0.929,0.621,24.29,12.578,16.352,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,39,153,56.87,0.934,1.3,0.911,0.556,24.318,8.676,13.957,23,40,38381,14059,0.7319031273836766
img06.bmp,bottom_right,void,40,95,41.799,0.902,-1.184,0.896,0.559,17.312,7.489,10.998,23,40,38381,14059,0.7319031273836766
img07.bmp,top_left,part,0,38176,4069.909,0.166,-1.364,0.756,0.738,279.526,275.649,220.47,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,1,94,44.385,0.928,-1.377,0.862,0.55,18.742,7.0,10.94,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,2,71,31.314,0.842,-1.478,0.934,0.78,13.069,7.041,9.508,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,3,218,73.941,0.954,-1.319,0.901,0.487,31.699,9.541,16.66,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,4,195,60.385,0.877,-1.454,0.92,0.677,23.871,11.488,15.757,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,5,141,50.456,0.905,0.935,0.922,0.518,21.304,9.042,13.399,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,6,205,72.527,0.954,-1.338,0.899,0.493,30.847,9.286,16.156,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,7,356,74.77,0.273,0.996,0.949,0.645,22.719,21.859,21.29,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,8,380,79.012,0.516,1.086,0.938,0.609,24.907,21.33,21.996,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,9,315,76.527,0.759,0.292,0.918,0.583,26.51,17.25,20.027,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,10,325,83.497,0.907,-0.863,0.923,0.446,32.934,13.875,20.342,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,11,444,86.669,0.67,0.935,0.945,0.587,28.977,21.499,23.776,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,12,308,91.77,0.954,0.205,0.901,0.501,38.439,11.557,19.803,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,13,382,91.012,0.906,-1.308,0.929,0.558,35.644,15.092,22.054,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,14,200,77.456,0.975,0.172,0.889,0.505,35.329,7.839,15.958,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,15,184,67.977,0.952,-0.939,0.893,0.387,29.296,8.981,15.306,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,16,624,105.74,0.759,-1.284,0.941,0.586,36.865,23.985,28.187,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,17,620,111.397,0.877,-1.139,0.937,0.54,42.51,20.401,28.096,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,18,287,73.941,0.882,0.599,0.947,0.552,29.387,13.855,19.116,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,19,618,112.326,0.886,-1.147,0.934,0.545,43.35,20.067,28.051,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,20,417,82.77,0.537,0.066,0.941,0.648,26.316,22.2,23.042,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,21,136,53.556,0.945,-0.086,0.901,0.657,23.555,7.721,13.159,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,22,381,80.184,0.752,0.893,0.943,0.611,28.432,18.748,22.025,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,23,424,86.184,0.772,0.559,0.951,0.609,31.1,19.783,23.235,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,24,368,83.841,0.846,1.206,0.936,0.54,31.058,16.546,21.646,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,25,390,79.355,0.744,1.474,0.947,0.672,28.395,18.973,22.284,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,26,71,33.314,0.829,0.02,0.91,0.683,13.207,7.381,9.508,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,27,449,88.669,0.545,0.382,0.933,0.576,27.801,23.314,23.91,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,28,403,82.77,0.757,0.543,0.962,0.622,29.553,19.294,22.652,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,29,100,45.799,0.94,-0.236,0.893,0.556,20.113,6.856,11.284,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,30,398,81.598,0.699,-0.328,0.939,0.624,28.114,20.11,22.511,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,31,432,86.77,0.721,0.185,0.939,0.633,29.911,20.726,23.453,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,32,340,84.912,0.892,0.969,0.919,0.453,33.077,14.93,20.806,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,33,540,99.154,0.776,0.926,0.952,0.548,35.095,22.128,26.221,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,34,248,66.284,0.85,1.314,0.929,0.636,25.72,13.556,17.77,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,35,153,50.87,0.807,-1.145,0.911,0.575,19.124,11.282,13.957,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,36,127,52.385,0.932,1.477,0.894,0.614,22.663,8.203,12.716,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,37,275,69.355,0.777,1.346,0.958,0.637,25.045,15.768,18.712,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,38,212,66.527,0.906,1.208,0.914,0.51,26.788,11.327,16.429,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,39,158,50.87,0.807,-1.204,0.935,0.594,19.308,11.39,14.184,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,40,37,24.971,0.925,0.856,0.902,0.457,11.383,4.321,6.864,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,41,18,14.828,0.889,1.249,0.9,0.75,7.118,3.266,4.787,24,42,38176,14036,0.731172910442044
img07.bmp,top_left,void,42,58,36.142,0.97,1.348,0.879,0.569,17.584,4.31,8.593,24,42,38176,14036,0.731172910442044
img07.bmp,bottom_left,part,0,36860,4242.076,0.14,-1.212,0.731,0.712,280.642,277.882,216.637,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,1,173,52.627,0.732,1.16,0.956,0.65,19.203,13.088,14.842,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,2,170,58.213,0.898,-1.268,0.904,0.569,23.4,10.276,14.712,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,3,389,90.083,0.882,-1.321,0.922,0.526,35.019,16.476,22.255,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,4,285,73.456,0.822,-1.402,0.934,0.621,26.85,15.295,19.049,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,5,211,60.284,0.833,0.908,0.955,0.586,23.305,12.903,16.391,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,6,70,38.663,0.964,0.829,0.933,0.385,18.58,4.924,9.441,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,7,300,81.598,0.925,-1.35,0.909,0.536,33.499,12.76,19.544,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,8,406,81.255,0.466,0.19,0.949,0.601,25.397,22.474,22.736,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,9,430,83.841,0.538,0.758,0.949,0.613,26.72,22.529,23.399,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,10,41,26.971,0.952,0.582,0.911,0.466,13.188,4.019,7.225,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,11,392,83.941,0.766,0.115,0.938,0.622,29.421,18.909,22.341,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,12,408,90.912,0.863,-0.854,0.921,0.486,34.05,17.198,22.792,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,13,516,91.497,0.609,0.825,0.952,0.614,30.039,23.834,25.632,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,14,254,86.32,0.967,0.185,0.879,0.488,37.775,9.616,17.983,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,15,375,101.012,0.951,0.188,0.904,0.501,41.857,12.965,21.851,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,16,427,96.426,0.884,-1.355,0.907,0.525,36.408,17.05,23.317,25,43,36860,15352,0.7059679767103348
img07.bmp,bottom_left,void,17,3,3.414,0.816,0.785,1.0,0.75,2.309,1.333,1.954,25,43,36860,15352,0.7059679767103348
